read,-4,-1,9
(,-73,-1,9
x,-51,-2,9
),-74,-1,9
;,-75,-1,9
mientras,-8,-1,10
(,-73,-1,10
x,-51,-2,10
<,-31,-1,10
100,-51,-1,10
),-74,-1,10
hacer,-17,-1,10
inicio,-2,-1,11
x,-51,-2,12
=,-26,-1,12
(,-73,-1,12
b,-51,-2,12
/,-22,-1,12
2,-61,-1,12
),-74,-1,12
+,-24,-1,12
100,-61,-1,12
;,-75,-1,12
write,-5,-1,13
(,-73,-1,13
x,-51,-2,13
),-74,-1,13
;,-75,-1,13
read,-4,-1,14
(,-73,-1,14
z,-51,-2,14
),-74,-1,14
;,-75,-1,14
mientras,-8,-1,15
(,-73,-1,15
z,-51,-2,15
>,-33,-1,15
x,-51,-2,15
),-74,-1,15
hacer,-17,-1,15
inicio,-2,-1,16
write,-5,-1,17
(,-73,-1,17
z,-51,-2,17
),-74,-1,17
;,-75,-1,17
read,-4,-1,18
(,-73,-1,18
z,-51,-2,18
),-74,-1,18
;,-75,-1,18
fin,-3,-1,19
read,-4,-1,20
(,-73,-1,20
x,-51,-2,20
),-74,-1,20
;,-75,-1,20
fin,-3,-1,21
write,-5,-1,22
(,-73,-1,22
x,-51,-2,22
),-74,-1,22
;,-75,-1,22
write,-5,-1,23
(,-73,-1,23
z,-51,-2,23
),-74,-1,23
;,-75,-1,23
